epoch,loss,accuracy
1,0.5068934559822083,0.8202999830245972
2,0.371991366147995,0.8644166588783264
3,0.33226755261421204,0.8779833316802979
4,0.30561479926109314,0.8845999836921692
5,0.2939004600048065,0.8893166780471802
6,0.27959227561950684,0.8932166695594788
7,0.26861318945884705,0.8965333104133606
8,0.2627875506877899,0.8993333578109741
9,0.25542378425598145,0.9006500244140625
10,0.24969105422496796,0.9023833274841309
